sex;salary-class;race;workclass;marital-status;occupation;education;native-country
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc;United-States
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;10th;United-States
Female;>50K;White;Private;Never-married;Other-service;Assoc-acdm;United-States
Female;>50K;White;Self-emp-not-inc;Married-spouse-absent;Farming-fishing;Some-college;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Farming-fishing;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;Germany
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;10th;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Handlers-cleaners;9th;India
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Local-gov;Married-spouse-absent;Prof-specialty;Doctorate;United-States
Male;<=50K;Asian-Pac-Islander;Federal-gov;Married-civ-spouse;Adm-clerical;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;Bachelors;Hong
Female;<=50K;Black;Private;Separated;Other-service;11th;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;5th-6th;Mexico
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;11th;United-States
Male;<=50K;White;Private;Never-married;Tech-support;12th;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;Assoc-voc;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;12th;Dominican-Republic
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States
Male;>50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;Other;Private;Married-civ-spouse;Transport-moving;HS-grad;Dominican-Republic
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;Amer-Indian-Eskimo;Self-emp-not-inc;Never-married;Exec-managerial;1st-4th;United-States
Female;<=50K;White;Self-emp-inc;Never-married;Sales;Some-college;United-States
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-voc;United-States
Female;<=50K;White;State-gov;Divorced;Prof-specialty;Bachelors;United-States
Female;<=50K;Black;Private;Never-married;Sales;12th;United-States
Female;<=50K;Black;Private;Married-spouse-absent;Sales;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;12th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Assoc-acdm;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;9th;United-States
Female;<=50K;White;Self-emp-inc;Widowed;Exec-managerial;Masters;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;<=50K;Black;Private;Never-married;Transport-moving;Some-college;United-States
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Female;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Farming-fishing;Some-college;United-States
Male;<=50K;White;Local-gov;Married-spouse-absent;Prof-specialty;Some-college;Germany
Male;>50K;White;Private;Divorced;Exec-managerial;Masters;United-States
Male;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Assoc-acdm;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Separated;Craft-repair;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Male;<=50K;White;Private;Married-spouse-absent;Transport-moving;Some-college;United-States
Female;<=50K;White;Private;Divorced;Other-service;11th;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Bachelors;United-States
Male;>50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Female;>50K;White;Private;Separated;Sales;Bachelors;United-States
Male;<=50K;White;Without-pay;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Local-gov;Divorced;Exec-managerial;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States
Female;<=50K;White;Private;Widowed;Handlers-cleaners;HS-grad;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Federal-gov;Never-married;Exec-managerial;Masters;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;11th;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;7th-8th;United-States
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;Amer-Indian-Eskimo;State-gov;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States
Female;<=50K;Amer-Indian-Eskimo;Private;Divorced;Other-service;Assoc-voc;Columbia
Male;>50K;White;Private;Married-civ-spouse;Sales;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th;United-States
Male;<=50K;Black;Local-gov;Married-civ-spouse;Transport-moving;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Other-service;7th-8th;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Divorced;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Never-married;Priv-house-serv;Assoc-voc;United-States
Female;<=50K;White;Federal-gov;Separated;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;12th;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;Cuba
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th;United-States
Female;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States
Female;>50K;Black;Local-gov;Widowed;Prof-specialty;Masters;United-States
Female;<=50K;White;Federal-gov;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;7th-8th;United-States
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Tech-support;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-voc;United-States
Male;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Other-service;Bachelors;United-States
Male;>50K;Black;Federal-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Prof-school;United-States
Female;>50K;White;Private;Divorced;Prof-specialty;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States
Female;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Sales;10th;Japan
Male;<=50K;White;Private;Never-married;Transport-moving;9th;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Female;>50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Female;>50K;Black;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Assoc-voc;United-States
Female;>50K;White;Federal-gov;Divorced;Prof-specialty;Some-college;United-States
Male;<=50K;Black;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States
Male;>50K;Black;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Craft-repair;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Assoc-acdm;Germany
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
